		0.2157331606	0.0440469752	0.1808781953	0.2725253399	0.4186137568	0.4092596859	0.6322904588	/	/	
75	0.0006	mount	immovable	delegation	request	special	law	freedom	greece	greek	athos
		0.1299433495	0.0220838587	0.1962570054	0.1946214334	0.1088272988	0.1871256095	0.1193325729	0.3732353652	/	
77	0.01777	adopted	progress	examined	relevant	opinion	internal	departments	parliament	proposal	committee
		0.0653759428	-0.0074610135	0.2350485004	0.1649160556	0.1452406643	0.2678925412	0.095660226	0.1577572011	0.3747236701	
81	0.02431	made	effects	main	time	foreign	external	level	measures	system	community
		0.0722214652	-0.0506154558	0.0431125144	0.1528194568	0.3458456136	0.1512248753	0.2021308874	0.2832599113	0.2070145733	
84	0.86576	accordance	regulation	community	public	open	file	european	february	september	euratom
		0.0250560544	0.0200702629	0.3499086024	0.2615129912	0.1448067538	0.0746759567	0.5075328214	0.6933045824	/	
85	0.00743	decision	arrangements	signed	trade	force	applicable	entry	republic	january	october
		0.268416799	0.0542963069	0.2495940067	0.0800834209	0.0832031086	0.1216327791	0.092643712	0.1696129368	0.6633803917	
86	0.00061	officially	directive	united	kingdom	tuberculosis	derogations	brucellosis	cattle	denmark	ireland
		0.1186125961	0.091630135	0.0976630703	0.0777822071	0.0131808297	0.2064842382	0.4554827748	0.1250218641	0.5517189318	
89	0.03133	december	carried	laid	present	view	adopted	application	apply	provisions	rules
		-0.0097693439	0.3301142896	0.1232215739	0.2600363598	0.0995002241	0.1381048886	0.4068257721	0.1806863779	0.4627898686	
92	0.00243	dumping	final	words	addenda	general	trade	countries	developing	agreement	agreed
		-0.0483133885	0.1457233295	0.183616047	0.045174911	0.1630306065	0.2838790347	0.3173063003	0.1615964973	0.4976533606	
95	0.00362	particulars	conversion	production	amount	premium	premiums	herds	meat	dairy	installment
		0.0693283278	0.1780039462	0.1154432469	0.2364054969	0.5076114234	0.1913835827	0.3671540667	0.5493319265	-0.0126874917	
98	0.00427	convention	court	agreement	rate	commission	auditors	financial	internal	interest	eua
		0.1515563593	0.1108107	0.096684167	0.1510173091	0.3125671836	0.3286766406	0.2597089147	0.087910544	/	
99	0.03008	european	article	agreement	republic	economic	government	committee	council	community	communities
		0.0231804928	0.1706950348	0.0573287651	0.2435577133	0.3664464696	0.2998037908	0.5869465428	0.3517462098	0.6974058979	
100	0.00366	kind	slightly	cuts	dried	fat	pigmeat	pig	meat	offal	unboned
		0.1600752136	0.1220417303	0.090145279	0.1268662347	0.1722656556	0.4055605934	0.4955339281	0.5998946165	/	
102	0.04803	article	laid	provisions	made	part	referred	basis	subject	accordance	respect
		0.0334891706	0.0755757992	0.0073313511	0.1688575326	0.2388009119	0.1302139227	0.2202659048	0.222717734	0.4318546881	
104	0.00121	surrey	fever	classical	virus	swine	animal	veterinary	laboratory	research	institute
		0.0668222908	0.0701219557	0.0638616688	0.3131503653	0.4828674309	0.5360705137	0.4403513187	0.4436342045	0.4691693207	
106	0.0043	december	respect	community	quantitative	products	exports	request	proposals	quotas	restrictions
		-0.048369298	0.1492920267	0.0566191975	0.1878972927	0.3333681406	0.0588515166	0.3935092501	0.2130020865	0.426816839	
107	0.0006	transfers	enterprises	stage	action	short	gold	graph	deflator	underlying	stabilisation
		0.1269286031	0.0366773703	0.1365653686	0.1713289057	0.1223103572	0.1062110326	0.1970386232	0.2171775071	0.2844436998	
109	0.00121	working	opportunities	women	equal	treatment	states	commission	directive	action	measures
		0.1306143059	0.1022909906	0.2321516816	0.102297258	0.0380837399	0.2239906399	0.2744485398	0.1935805448	0.3700090907	
111	0.00242	community	annex	wood	regulations	products	imports	subject	deleted	mentioned	appearing
		0.1984196875	0.0946849318	0.1156937663	0.1962451476	0.3429400949	0.0253749341	0.2011942542	0.2180156484	0.2911765681	
113	0.00302	annex	duties	initial	equivalent	basic	specific	requested	applied	abolition	abolished
		0.0028452051	0.0114969948	0.0941153522	0.1725267425	0.3292448038	0.244774656	0.3214709921	0.1922934054	0.6549654896	
114	0.0006	state	flue	device	reference	approval	inspection	requirements	maximum	measured	adjusted
		0.0633054214	0.1344549256	0.0739955912	0.1635593263	0.2565557315	0.2290691348	0.2694383693	0.3212104351	0.389797216	
115	0.0006	october	integrated	foreigners	sensitive	evidence	suggested	maintained	rural	geographical	three-year
		0.0785427775	-0.0144346296	0.1450555141	0.0437083242	0.1926006459	0.2732829203	0.0610395615	0.3052751823	/	
116	0.00672	system	subject	refunds	products	veal	beef	export	import	licences	licence
		0.0149065732	0.0402965845	0.1483528372	0.1181137417	0.6273409871	0.2838928721	0.7218946157	/	/	
117	0.00061	tramway	verifiable	beating	squared	arc	trimmings	treatment	thermal	coated	resistant
		0.0363246863	0.0634570403	0.2381446176	0.104421819	0.1561335273	0.0775679399	0.1456071991	0.2508911977	0.3892517096	
119	0.0006	reached	indian	sessions	offers	dialogue	indirect	contractual	quota	predominance	burden
		0.0005634277	0.0450484449	0.1444497648	0.064170031	0.2250022357	0.177750368	0.2174978602	0.1727369548	0.2080966565	
120	0.00243	definitive	provisional	duty	dumping	imposed	originating	manufactured	imports	industries	products
		0.2573433256	0.1218144466	0.0908314923	0.1580036931	0.1504352167	0.2798883275	0.3025778945	0.3131589263	0.4628335661	
121	0.00995	real	states	deficit	domestic	investment	price	rates	demand	growth	labour
		0.031422318	0.033526464	0.1086775987	0.1844610915	0.2805034871	0.3874947778	0.2767573402	0.4398605463	/	
122	0.00424	final	resources	production	stocks	estimates	year	million	increased	rose	wine-growing
		-0.0802443518	0.1611356119	0.1018267912	0.1516793179	0.1758809875	0.3756317021	0.3155997369	0.5355294486	/	
123	0.00675	decision	financing	sum	continuation	carried	surveys	statistical	bovine	animals	livestock
		0.0804412882	0.1252965776	0.0712120348	0.1625486417	0.166729245	0.3264777333	0.1166413434	0.4227249914	0.6398557404	
126	0.00303	flying	january	previous	set	allocation	quotas	authorities	parties	delegations	consultations
		0.0114079565	0.085894956	0.1774229907	0.0863498229	0.3617887835	0.1446321023	0.2052776691	0.3724193334	0.4162754933	
127	0.0055	hand	enlargement	aid	general	association	agreement	application	financial	technical	yaounde
		0.0035197693	0.0792643768	0.0405756642	0.2227653597	0.2334030694	0.2244676607	0.123539142	0.3191600421	/	
129	0.00305	article	leave	practice	view	legislation	equality	responsibilities	security	services	support
		0.051905732	0.0922029315	0.0743769404	0.0869399694	0.2368748465	0.1942192762	0.1521179364	0.2608608154	0.3334283378	
131	0.00855	powder	milk	costs	pursuant	intervention	invitation	delivery	tenderer	tender	tenders
		0.2917542597	0.0765578417	0.0866786214	0.043407888	0.1437303441	-0.0076768942	0.1613549162	0.5166569609	0.6998104727	
132	0.00121	explanatory	july	irish	recourse	grown	slowed	tight	liquidity	commodity	index
		0.079162081	0.3761104642	0.0865196554	0.0808543418	0.2855110201	0.2030826259	0.1475876808	0.3022791559	0.3137794899	
134	0.0006	positive	family	men	designed	public	committee	courses	areas	implementation	provisions
		0.0637004724	0.1172553141	0.0349398272	0.0941043305	0.2527711792	0.074413778	0.2794834919	0.1728672457	0.2965546651	
137	0.00181	member	group	million	economic	countries	trade	agreement	cooperation	andean	bolivia
		0.2874106658	0.1416934293	0.1346162205	0.264624902	0.2838790347	0.2087349776	0.4450603478	/	/	
138	0.00241	parliament	connections	board	duty	goods	passengers	hovercraft	airplanes	ships	boats
		-0.0128486763	0.0853606411	0.091375642	0.1251528982	0.179972694	0.1905857204	0.3603928717	0.4107465376	0.6473637289	
139	0.00614	worked	tariff	certificate	authorities	community	kind	articles	products	wood	waste
		-0.0102159717	0.029010945	0.1501922739	0.228833482	0.2217714475	0.0528339701	0.2139873123	0.179914867	0.2571766783	
140	0.00243	officer	decision	authorizing	documents	bank	currency	payment	revenue	expenditure	edf
		0.0609145456	0.1674677002	0.2537155922	0.1743996236	0.3603728486	0.1820775413	0.3173900327	0.3977359092	/	
141	0.02806	marketing	account	apply	equal	difference	amount	fixed	fixing	price	prices
		0.092046289	0.1839605482	0.2101710545	0.2250888862	0.3243232387	0.058494566	0.357774928	0.2414617802	0.7490320841	
143	0.00929	origin	official	general	subparagraph	minimum	approved	apply	application	products	product
		0.1747796084	0.2227441846	0.1120508535	0.2451814776	0.2025409408	0.3065120883	0.4068257721	0.2528014642	0.7526094013	
146	0.00182	gmt	reasons	force	electricity	making	summer	time	evening	day	hour
		-0.0407507084	0.1219223974	0.1544642293	0.0481879257	0.0928854141	0.3671818755	0.2525738441	0.5169620197	0.5330364342	
147	0.00242	thick	eec	nations	refugees	united	body	authorized	office	commissioner	agent
		-0.0007425302	0.197421873	0.1621429646	0.1148658394	0.0595447854	0.0262305765	0.1216400009	0.2241273554	0.2570526885	
148	0.00486	member	operations	intervention	aid	producers	distilled	distiller	wine	quantities	quantity
		0.0977916572	0.3088658749	0.3085776899	0.0256843215	0.1604737585	0.3863538841	0.4840556569	0.1241090453	0.6856538027	
150	0.0006	walls	incidence	approximately	water	efficiency	extinguished	verified	instantaneous	mounted	mechanical
		0.1061787432	0.1852627457	0.1022902523	0.1446382779	0.0029644375	0.2119561984	0.19875572	0.1287032802	0.2304788604	
151	0.0074	regulation	agency	alcohol	article	eec	price	producer	distillation	delivered	referred
		0.1613805335	0.0213247443	0.0986267878	0.1533207984	0.0555530112	0.1791060655	0.2016522509	0.0856464398	0.2824934459	
152	0.00242	salads	israel	democratic	foregoing	relating	tariff	quantities	customs	import	algeria
		0.0555050155	0.1950095174	0.062981046	0.2650116628	0.0777946853	0.0943264795	0.0559369288	0.4050959852	/	
156	0.00061	buffer	contributions	tin	consuming	participants	countries	agreement	financial	price	stock
		0.0733506327	0.0122080943	0.1072095105	0.1287154073	0.2561963739	0.1387834812	0.1406175934	0.1463381022	0.5123889558	
158	0.0138	adjusted	observed	marked	large	scale	stability	trade	consumer	sector	markets
		0.091128238	0.3970692185	0.1334851954	0.336657891	0.1072428346	0.1433096735	0.2091693238	0.3597533336	0.4915420459	
159	0.00551	cover	recovered	transfer	balance	situation	state	resources	payments	report	estimated
		0.0897261021	0.1674159136	0.2100676118	0.1799232416	0.1925885755	0.2026756153	0.1638452859	0.1821193251	0.2216694835	
161	0.00121	sea	united	law	convention	preparatory	organization	international	nations	authority	commission
		0.0828604936	0.1672945377	0.1372852241	0.1473812889	0.0373247665	0.2018483285	0.3483135167	0.1091549829	0.4451537351	
164	0.0006	exchange	information	quality	fresh	surface	water	law	directive	amendments	proposal
		0.0961351948	0.0542752935	0.2623761174	0.1285119226	0.3100480324	0.1202408231	0.4474762438	0.262351587	0.5174506347	
167	0.00121	lay	fan	methods	free	regulating	manufacturing	volume	relevant	service	user
		-0.015675532	-0.0439008644	0.0192769632	0.2022707037	0.1239696461	0.2060760359	0.1440417143	0.1527366624	0.2487156135	
168	0.00748	article	years	loan	area	commission	project	company	employment	jobs	ecsc
		0.0360862094	0.1145227102	0.0317703146	0.1259676939	0.2269260531	0.2641029847	0.1924565966	0.642586478	/	
170	0.00243	production	laid	prepared	harvested	hops	hop	rules	procedure	certificate	certification
		0.0908847895	0.2291835555	0.1405053262	0.1778401537	0.6366134075	0.0394902604	0.3657193223	0.1963797006	0.5941174521	
172	0.00181	enlarging	living	works	companies	cultural	composers	music	audiences	audience	theatre
		0.0852723026	0.1794074793	0.1263436457	0.0234786087	0.2525970485	0.5479143763	0.3603442553	0.7798894989	/	
173	0.0006	test	burner	pressure	rate	temperature	water	gas	gases	appliances	appliance
		0.0074869443	0.1836985612	0.1151314699	0.2436149358	0.3364387191	0.3811891528	0.4027493377	0.2236686629	1	
174	0.00242	manioc	valuation	sentence	months	periods	substitute	line	page	insert	delete
		0.0448818516	0.1034239057	0.1444771784	0.3578154601	0.1718585735	0.1178164718	0.1801532111	0.2515792849	0.3623477621	
175	0.00305	subheading	spain	coming	falling	ratio	amount	compensatory	olive	oil	oils
		0.0833390133	0.0194444657	0.4029396553	0.1322816479	0.2866401601	0.257228337	0.1188773461	0.2086765386	0.4211372971	
176	0.02273	european	account	improvement	field	area	activities	development	framework	aim	enable
		0.0137175163	0.0098511967	0.1164013171	0.243344541	0.2022692696	0.2706769793	0.2797409483	0.2539808894	0.3280869131	
177	0.00306	article	portuguese	portugal	period	fiscal	protocol	agreement	trade	imports	tariff
		0.116358418	0.5551236162	-0.0275572892	0.3254854971	0.0683375886	0.3810687142	0.2087349776	0.4459838887	0.4492764631	
178	0.00303	member	added	states	business	directive	exclusion	expenditure	deduct	tax	taxable
		0.1585204528	0.1751353863	0.0626580498	0.0196599026	0.2198349075	0.1769619441	0.1958626727	0.3761178574	0.633107179	
179	0.0138	including	set	rules	internal	products	world	country	trade	exports	imports
		0.1945541628	0.1840849056	0.1000052889	0.1014299069	0.1996269094	0.598038561	0.1636128418	0.4304306735	0.8422640264	
180	0.00796	heading	falling	skimmed	aid	weight	products	powder	starch	milk	skimmed-milk
		0.2974113805	0.1050201952	0.0389588767	0.1041335754	0.1152056648	0.1916022098	0.2852248675	0.3309496991	/	
182	0.0143	member	community	initial	state	states	products	tariff	quota	share	shares
		0.1761206314	0.0394120092	-0.0061416613	0.4525575497	0.1497868333	0.1880377027	0.3769707968	0.1550427305	0.5082566522	
187	0.00738	excluding	heading	falling	prepared	preserved	content	products	sugar	fruit	pineapples
		0.1006383014	0.2974113805	0.0625060881	0.1759083699	0.1138015227	0.3252523932	0.1339456651	0.4176326953	0.6034902688	
189	0.00363	month	conversion	indent	factors	fixed	quality	price	apples	vegetables	buying-in
		0.0327161505	0.1584267398	-0.0269024937	0.0718309802	0.1067582459	0.2416796863	0.1443620774	0.5437122554	/	
190	0.00363	contracting	party	draft	session	conference	future	participation	exploitation	rights	sea-bed
		0.0256645127	0.0503660988	0.1589435214	0.3848447754	0.0976576282	0.1926288568	0.2298510739	0.3336768528	/	
191	0.00181	remainder	north	level	stock	tons	catches	sea	herring	fishery	fishing
		0.1270495175	-0.0193797697	0.1104786191	0.0814737953	0.1287956155	0.0962382656	0.3012389551	0.6037347013	0.6840944533	
193	0.00549	etc	filament	annex	number	position	type	adjustment	test	set	mark
		0.0374960082	0.0376236819	0.0074811175	0.1171638606	0.1283099583	0.1477721419	0.1877882807	0.094948844	0.2346814476	
195	0.00989	member	principle	information	conditions	training	social	work	employment	workers	programme
		0.1338360197	0.0127851126	0.1095138305	0.1118831841	0.0711085709	0.1750506035	0.2913407243	0.4301060726	/	
196	0.00855	injury	received	imports	interested	parties	instruments	measures	information	investigation	investigations
		0.0182779599	-0.0298957575	-0.0108303759	0.1732638871	0.1124262273	0.2445631753	0.1807094066	0.2058688207	0.8337494681	
197	0.00797	tender	advance	regulation	article	controller	officer	institution	accounts	accounting	financial
		0.0266138957	0.0888014458	0.085173311	0.0389273062	0.3480737759	0.219492242	0.2326511599	0.3105030471	0.4391348858	
201	0.00243	reactor	techniques	studies	comprises	general	committee	management	staff	jrc	programme
		0.0459490104	0.1871928156	0.0321035151	0.1281648844	0.1634969417	0.1736582553	0.3231921588	/	/	
203	0.02098	fixed	article	accession	products	trade	act	applicable	compensatory	amounts	amount
		-0.0111214394	0.1602275643	0.0762049698	0.135684119	0.1238082703	0.1791707295	0.188981102	0.1643950162	0.7554305873	
207	0.0012	islands	text	printer	acids	imitation	exportation	crochet	flax	flavoured	unvulcanised
		0.0296962065	0.2564282221	0.1267165045	0.0762432827	0.2375148442	0.049174543	0.3212050713	/	/	
208	0.00244	switzerland	replaced	words	article	concluded	council	decision	amendments	cooperation	agreements
		-0.0105771516	0.0648350002	0.2410396406	0.0799600021	0.0385518894	0.1958926521	0.1993099708	0.1776180358	0.432582763	
209	0.06897	years	present	number	commission	basis	increase	decision	situation	end	period
		0.091192049	0.1196329529	0.106180699	0.2020699656	0.2046642696	0.1248856653	0.2832413884	0.1340230879	0.3077381447	
210	0.00554	council	united	intervention	international	stock	negotiations	agreements	prices	production	producers
		0.1766101319	0.1108839966	0.1055265295	0.1099702237	0.0816263219	0.4888186071	0.1804964048	0.3062659225	0.5526613914	
212	0.00546	goods	attainment	final	regulation	union	directive	proposals	council	committee	programme
		0.1055069892	0.0843060271	0.1583926186	0.083488439	0.1682379183	0.3531482366	0.3678824285	0.5869465428	/	
214	0.00244	highest	ceilings	width	contents	committee	consideration	joint	agreement	signing	trade
		0.0296826946	0.1800708922	0.1856284359	0.1017555546	0.2181951978	0.093483535	0.2634265169	0.3160335132	0.3167243676	
217	0.0006	williams	granting	year	aid	marketing	production	quantity	syrup	cherries	pears
		-0.0267327191	0.0731325347	0.144097852	0.0220746439	0.2991014891	0.2467360925	0.176321929	0.4554883227	0.7410078645	
226	0.00794	role	opinion	indirect	close	long	defined	standards	data	services	centre
		0.1496798947	0.0607063906	0.0810920573	0.2610296013	0.2738925993	0.1854437505	0.1616368235	0.2697544568	/	
227	0.0006	letters	agreements	quantities	sugar	people’s	republic	congo	kenya	uganda	surinam
		0.1949980118	0.085444794	0.2019393791	0.1287447255	0.2744342896	0.2289227644	0.4374809182	0.6655057082	/	
229	0.00368	wines	drawn	statistics	concerned	reserve	state	quotas	order	ensure	instalment
		0.0635973794	0.0270303708	0.1101834564	0.0615652949	0.1563963495	0.082757221	0.1989531898	0.3017140597	/	
231	0.05881	make	member	community	council	national	economic	states	implementation	provisions	measures
		0.0330924953	0.1761206314	0.3517462098	0.1231033051	0.2165091951	0.2005332909	0.2473590624	0.2965546651	0.4680597262	
232	0.01704	european	early	analysis	level	impact	financial	situation	continue	efforts	policies
		-0.020097658	0.0830110568	0.1668154858	0.1289907357	0.1543034397	0.1797165191	0.1361382965	0.2672556005	0.3265260539	
233	0.02083	community	common	question	kingdom	originating	tariff	imports	customs	duties	duty
		0.0758457736	0.0050429954	0.067185493	0.0890487065	0.1089086568	0.4492764631	0.3388767248	0.2657410794	0.5725243281	
235	0.00365	february	council	structural	interest	rates	recovery	progress	efforts	states	countries
		0.0105345707	0.0848365092	0.072485855	0.2039404132	0.1942600617	0.3879489879	0.3973294539	0.1401915123	0.5736462498	
239	0.0006	undertakings	concerned	major	antidumping	tapered	ball	bearings	roller	japan	japanese
		0.0903903458	0.1091247572	0.0416676215	0.0717207685	0.0514206383	0.2224937588	0.3916192285	0.0394580892	0.6607722257	
243	0.0006	respect	approval	driving	standard	optical	headlights	illumination	lamps	left-hand	right-hand
		0.2135220335	-0.0756766058	0.0635728706	0.1836133255	0.2079717364	0.4170383979	0.4958407661	/	/	
249	0.0068	lorraine	job	million	small	employees	industrial	global	industry	firms	enterprises
		-0.0572217009	0.0216778411	0.0657334262	0.143456917	0.167726472	0.2838679882	0.4768042928	0.449679175	0.5348747429	
